variancia_ao_quadrado,curtose,beta
20076.04961015953,-0.7649571375912236,-2.0182071724596002
5849.587451479576,0.247547037547168,-1.92069725418609
6217.655401920012,-0.2885385044556723,-1.898164591397377
7042.931595453315,-0.6233502680942062,-2.085860141421598
8225.697642634022,-0.37122539898731777,-1.8244284002913074
5919.648621488854,-0.24868399861447132,-1.7757793791873966
72842.19327628908,-1.330101286132685,-1.7164243032522737
2039.7633016953296,-0.2779561330396696,-1.8483176101063492
119207.58978525794,-1.1995447819208243,-1.7515928178677118
771403.3741205842,-0.14891530643267714,-2.2110333775808892
63783.079768049145,-0.6654900844377982,-2.028631352212419
503378.2164116158,-0.6597253539242338,-2.079569400163421
420650.27061214735,-0.7326903775816693,-2.284709200637982
1479402.7438242796,-1.135602651406272,-2.0583830266146905
360171.81705263525,-0.22295013679196218,-2.0870228676557003
1890840.5229352259,-1.4684814743867587,-1.889539152864582
105353.66244538673,2.2936739704236535,-1.873418653855469
11201.39511182261,-0.12468571017756824,-2.1085902344705056
9425057.126049604,-0.9269642368260471,-1.9647020076091974
88342774.30151352,-0.9201004942694784,-2.168633504350087
7937310.608552667,-0.8460520935041687,-2.2366956903361475
12129302.346107747,-1.4294736999369486,-1.9301208163671295
1454637.8339655716,1.2573546333820111,-1.8711015327278346
2360153.759643323,-1.2025805216290029,-2.0921962433890195
4635521.423736472,-0.9341655561989466,-2.0109306190968828
639023.5636835071,-0.4609736265993223,-2.0459061242751173
5044940.750537273,-1.112875873685791,-1.7511402695291218
5072318.6818772275,-0.8735542334112356,-1.929574407200792
133683907.8108021,-0.8361920850568141,-1.8305512192133528
34921722.45797561,-0.42232849523197347,-1.6645542150417842
20783516.700234964,0.09861558951259575,-2.0570175105517627
38275171.314461604,-0.0544185702539961,-2.0948016350942344
920570736.2854737,-0.8111265196861179,-2.222582195325146
630359170.4788934,-0.8431585306148861,-1.9780169900168283
103913395.47414786,-1.07795347179778,-2.0973617518477368
188971233.99540088,-0.7494110964526985,-2.0459820182191293
726141028.3834953,-0.3587305165716246,-1.6892230491649534
504503425.7881287,-0.8717875641746038,-1.8699816335531927
63566764.65293896,-1.1626508113616565,-2.059151913748792
1.039843069374616,0.14724912895587217,-0.12884781229112863
0.9922286421077732,-0.02586067014273663,0.2147517984814125
0.949859780113604,0.018157231075146107,-0.13828298874045708
1.0107934656272464,-0.021131484893775365,0.055417659550837994
0.9664265857666385,0.0032715321314720214,-0.05221074837384293
0.9573419214163269,-0.04515955728426402,-0.10591783557210488
1.009101424570686,-0.08564977554035336,0.024599733009908586
0.9864985957160415,0.006493182304661893,0.11848312145829784
0.999209443846211,-0.07399753393931308,0.17248903384445913
1.0502212278704834,-0.07315055555917516,0.1605663507488162
0.9861309552220132,-0.019099908535238352,0.029774258640117734
1.0135604909352653,-0.02383106182589767,-0.17210236217123742
0.9679560509920143,-0.0367186153912229,-0.18178381914059505
1.014319002312849,-0.07752268904918713,-0.007384229419584165
0.9770587623443053,0.040694503497761936,-0.2503848822487933
0.9710617151173797,-0.06177790824225449,0.059894155705578545
1.0265754730831118,-0.028365190663278472,-0.078029622832683
0.97031615966073,0.09451875231655693,-0.11563825693857399
1.0324193187028154,0.023781087027798797,-0.03679704980044185
0.9871275043069436,0.03043877897448155,-0.03083853239799439
1.0621135854698915,-0.09745446086347531,-1.264722832534273
1.3398716159494648,-0.13941097106910094,-1.1079439797989608
0.7806296354311704,-0.11089838639666372,-0.8163040312723493
1.4222188920216468,-0.09904225723617577,-1.4367984981760342
1.0414372274747428,-0.0449889867243094,-0.8694232158193947
0.7303672343813786,0.006789082270096447,-0.8314660750405498
0.6891560131892083,-0.0003529848046857076,-1.0374150889954625
1.0876574412974547,0.10651465471089194,-1.0278920788957735
1.2816897209094333,-0.03221363342507866,-1.2514431731325795
0.8806525828937738,0.029431277192569105,-0.7824803628845333
0.6171029594705292,0.006657786138031252,-0.8914202795636037
0.8958734015027957,0.13577398571035548,-1.0382915659671235
1.4265454781409193,-0.0005324883656583346,-1.3285229983508848
1.0247483719173962,-0.12284734994944646,-0.95771588478214
1.3501123983136223,-0.2042588915682666,-1.0936106729935378
0.7548605752759985,0.006489017609561998,-1.2985332520408044
0.8162665329477241,0.04651716019812557,-0.932119663939276
0.7155723900790383,0.21930316248080794,-0.8398759498974189
1.0348805064779214,0.02059928644514608,-0.8523269358159139
0.8752965210590116,-0.13551709540768986,-1.3815254629286315
3.4104533680887656,-1.3376525264868881,-2.0134900127757165
0.08686920385568969,-0.10221551075105983,-1.9753367890664846
0.2556432564549378,0.19787099058722024,-1.8680262298714072
1.0512690141553511,-0.377579236272203,-1.6668780334057471
0.6498010042920813,0.5061761755107703,-1.87694602297422
8.449517793501974,-1.4058383194058723,-2.1396261908918555
0.16492903289027108,-0.8901074188390798,-1.9527233941627646
0.28131631140010754,0.36530548955032494,-1.8212882665737529
0.11651941739718288,0.07192194382253403,-1.8906732376274586
1.5536952950703862,-0.6786043316599355,-1.6985064667354683
0.7820512772879955,-0.3034476859862578,-1.9564454274099512
1.9603788411864924,-1.0092207512681666,-1.995787223841387
3.069531140814034,-1.2685647783976626,-1.9504749035941096
0.3459126921579092,-0.7512928700105639,-2.1487121747773394
0.8612378006740887,-0.34299979668226976,-2.0265618165752484
0.35774003822661127,-0.2978799909860741,-2.220758402651367
0.6421313301875868,-0.32978459361066914,-1.9173263478814433
0.5161588699181192,-0.8506460494978851,-2.285696803359993
0.7622642904843984,-1.0070788884929336,-2.0720120983622725
1.3985936514211181,-0.9650228821820326,-1.9753637938801258
15.02331814055545,112.90616421215161,-0.8839857457301525
15.023318140552936,112.90616421215161,-0.8809437866178835
15.023318140552528,112.90616421215164,-0.461811876524776
15.023318140553057,112.90616421215164,-0.8032035861493327
15.023318140555798,112.90616421215162,-1.0103528015707928
15.023318140552755,112.90616421215164,-0.8594571318399288
15.02331814055439,112.90616421215167,-0.7012083412691531
15.02331814055542,112.90616421215161,-0.7454376443844983
15.023318140555244,112.90616421215165,-0.780778669719967
15.023318140554318,112.90616421215165,-0.7872415021211566
2.7819319484049125,36.3040387322743,-0.8888856367817578
2.7819319484055955,36.3040387322743,-0.951059174362921
2.781931948405596,36.3040387322743,-1.0929688617925721
2.7819319484059606,36.3040387322743,-0.6000732913830549
2.781931948405936,36.3040387322743,-1.0977052925595423
2.7819319484055582,36.3040387322743,-1.072422822854479
2.7819319484049236,36.3040387322743,-0.9867942920798674
2.781931948405137,36.3040387322743,-0.9334848743371001
2.7819319484051466,36.3040387322743,-0.9625102856520419
2.781931948404934,36.3040387322743,-0.8470786487457966
0.15138760106879603,5.7442808532218,-1.1974387288556203
0.15138760106880036,5.744280853221798,-1.190746587830385
0.15138760106880242,5.7442808532218,-1.1358827713390303
0.15138760106880564,5.744280853221798,-1.0906037185510709
0.15138760106880145,5.7442808532218015,-1.054366754171913
0.151387601068796,5.744280853221798,-1.0884940692055178
0.15138760106880148,5.744280853221796,-0.9930517257749385
0.15138760106880636,5.744280853221798,-0.8304911626336589
0.15138760106879465,5.7442808532218,-1.1987743082984432
0.15138760106879798,5.7442808532218,-1.1054815232808413
7354.073389261848,2522.309395917762,-0.9886346850959837
7354.073389261648,2522.3093959177627,-0.48434656045846386
7354.073389261646,2522.3093959177627,-0.21484879168475324
7354.073389262111,2522.3093959177636,-0.47952627929522496
7354.073389261665,2522.309395917761,-0.5101334921527791
7354.073389261877,2522.3093959177636,-0.42460007118593546
7354.073389261027,2522.3093959177622,-0.5639272548583748
7354.0733892617045,2522.3093959177636,-0.6148104749929981
7354.073389261037,2522.30939591776,-0.7480347447401128
7354.073389261393,2522.309395917764,-0.9746898953218013
1134.305915707178,1266.898661882035,-0.7066304174504021
1134.3059157072048,1266.8986618820356,-0.8973047593566571
1134.305915707222,1266.8986618820347,-0.29251129206835724
1134.305915707193,1266.8986618820347,-0.360661543303715
1134.3059157071475,1266.8986618820354,-0.7041043139887017
1134.305915707123,1266.8986618820356,-0.1166012213348675
1134.3059157072748,1266.898661882035,-0.5273030919457474
1134.3059157072485,1266.898661882035,-0.6561727517896627
1134.3059157072676,1266.8986618820347,-0.28699074745465003
1134.3059157071684,1266.8986618820347,-0.8280994078226068
80.67412420415992,327.5594743487957,-0.9280886619333306
80.67412420416184,327.55947434879556,-0.4585031587066446
80.6741242041723,327.55947434879573,-0.813303864499777
80.67412420415609,327.55947434879573,-0.8670854897082653
80.6741242041679,327.55947434879573,-0.7564167518941681
80.67412420416018,327.55947434879573,-0.7753828806024161
80.67412420416129,327.55947434879573,-0.6638138367554471
80.6741242041722,327.55947434879573,-0.9278481986461767
80.67412420415775,327.55947434879573,-0.9260022595943674
80.67412420415909,327.5594743487957,-0.9088722977440107
0.010375449341931093,-1.3881075096349695,0.08600054095103071
0.009241552780562963,-1.46589529657756,-0.20188493790536055
0.007623669722548674,-1.2132121702606686,0.0424746128141551
0.0074445057901212286,-1.3620361256666822,-0.15553065456984982
0.011664993447014235,-1.4030795187008893,-0.02434225216390218
0.008591655596505083,-1.4115075781534048,0.051045646594972016
0.014745285924030942,-1.485210796101677,-0.2219474436578438
0.007736523911198323,-1.399261725795715,0.2770396935739352
0.007725858290333127,-1.4143157345992416,0.09747062318902189
0.013758393318531828,-1.4608731334628755,0.07093624344853988
0.010699710235363308,-1.399943232548881,-0.12537196347101837
0.014167877578841543,-1.480906940927971,-0.002170157477940249
0.011561823119409825,-1.4278159387727771,0.04380964868518711
0.009871801572138433,-1.3733470883486092,0.08077292577343753
0.0074426610794011885,-1.36017388811057,0.4277473876077834
0.012142318530029464,-1.451934520210888,0.056990718574995824
0.012316650535146434,-1.5021227920286222,-3.815436358716317
0.007504456814256187,-1.3707308414919486,0.013640504369190953
0.012734865894466126,-1.4594801516860039,-0.039004222459241955
0.011582837649190944,-1.4265718035101012,-0.14121015172299456
0.01222516106040041,-1.5065952360636734,0.3443612639324689
0.011461959498124535,-1.4276222937578842,-0.009017655545566772
0.012299938076291327,-1.4616914610954526,-0.00554396803641799
0.0076895309624612175,-1.3817099557417136,-0.1338194088927832
0.00783165787512015,-1.4028731942602313,0.17067780624960993
0.012170129198827508,-1.4995823584442478,-3.8470210257408866
0.011410055250622496,-1.4249222821245233,-0.3197424961392189
0.013829664534553228,-1.4767478318484226,-0.120236425394466
0.011660347082116907,-1.4386593101096532,0.15342648307967433
0.00755938511381725,-1.4049473900425793,-0.25069031752432797
0.0004094742896354099,-0.8980608557029099,0.10725715433266281
0.0006393991576056887,-0.7639824636015353,0.07243535899832976
0.00034265715410107143,-0.7005874908293843,-0.04619621814426389
0.0011719301015024714,-1.077825448006636,-0.47055522948859896
0.001550304010527664,-0.8613875201129857,0.08697760116237485
0.0019380435202200218,-0.9601054010938062,-0.0358423175206003
0.0019171827243938122,-0.6831025087533948,0.22135145821554825
0.0007252135096792953,-0.9192848832478129,-0.1530516541386555
0.0008174789721968748,-0.8866034736706885,-0.01663414467957458
0.00037535433203705714,-0.8234166572441155,0.09304343134955562
0.0016604639974190376,-0.9020200984983799,-0.11576565777288439
0.0003588889855942305,-0.8060179729378976,0.06523302110994855
0.0006989764907115644,-1.0322383556955754,0.1744262452776999
0.0007159918396246193,-0.9838608398180346,-0.29170926185039997
0.00034266755675911673,-0.8143977117821231,0.00179888926265237
0.0019280935346238154,-0.956752440508092,0.043911861207678135
0.0010126465775219455,-0.8326787682144552,0.17414747256979676
0.0018463924227256684,-0.8361153610279546,-0.07706280760141848
0.0004511988932576276,-0.7750750816616754,0.23409782355712494
0.0003254695507915162,-0.5591120223782,-0.03265912037815166
0.0015291601546119757,-0.8474103265969064,-0.24710596016171818
0.0023059834125070395,-0.9407230913541231,-0.18031335260982254
0.0004582490704784538,-0.7855524064481734,0.14455962132523567
0.00040081977814005176,-0.8418227936140572,-0.045088915498081805
0.00031900654683915386,-0.7466340615382276,0.29407906822659213
0.0013213988205427996,-0.9064241454067252,-0.08566959439439603
0.0007701504172092319,-0.7749504418845321,0.00730682803005922
0.0003520321010450349,-0.6053547924462732,-0.08516668365329805
0.000974592255117971,-0.8034366542453282,0.06322763659803843
0.0007564694885607282,-0.8327102033417759,0.31625525095627616
